,train,val,test
371,257581_769882024,,
372,257601_770784027,,
373,"258124_780788^1A,1B^A24",,
374,257981,,
375,258187_774250001,,
376,258191_774208001,,
377,258180_774757002,,
378,258165_776568002,,
379,"258169_776146^1A,1B^A25",,
380,258151_777788004,,
381,258155_777745002,,
382,258018,,
383,258139_778922002,,
384,258131_779591003,,
385,258136_,,
386,258127_780542002,,
387,257911_,,
388,257937_,,
389,"257964_782473^1A,1B^A24",,
390,257954_782676001,,
391,"257972_782475^1A,1B^A24",,
392,257945_782721001,,
393,258099,,
394,257930_783706002,,
395,258095,,
396,258088,,
397,257921_784002001,,
398,258068,,
399,258053,,
400,258085,,
401,258060,,
402,258056,,
403,258024,,
404,258028,,
405,258032,,
406,258036,,
407,257971,,
408,257995,,
409,245092_625837004,,
410,246260_,,
411,247570,,
412,245953_595964002,,
413,245879_599365001,,
414,247060,,
415,247079,,
416,247582,,
417,247589,,
418,247921_583842009,,
419,247605,,
420,247651,,
421,247278,,
422,247670,,
423,247325,,
424,248080,,
425,248139,,
426,248126,,
427,248134,,
428,248232,,
429,248243,,
430,247557_580749016,,
431,247553_580536001,,
432,247868_586692011,,
433,247517_580858001,,
434,247538_581033009,,
435,247600_,,
436,247881_582580002,,
437,247874_582429001,,
438,247885_,,
439,247914_583656009,,
440,247906_583209001,,
441,247909_583371001,,
442,247916_583819010,,
443,247923_583981002,,
444,247628_587329002,,
445,247735_584596010,,
446,247797_,,
447,247767_585171002,,
448,247532_594821001,,
449,247823_585837001,,
450,247815_585691010,,
451,247827_585855002,,
452,245878_599128009,,
453,247864_586605002,,
454,247613_586733002,,
455,247642_587400008,,
456,247623_587181003,,
457,247653_587622001,,
458,247707_588309002,,
459,247705_588925005,,
460,247519_589374003,,
461,247741_589068011,,
462,247486_590251003,,
463,247505_589671001,,
464,247491_590104009,,
465,247863_590674002,,
466,247810_591247002,,
467,247779_591715008,,
468,248099_592218001,,
469,245870_598870008,,
470,248057_593814001,,
471,247892_594249012,,
472,247525_594527002,,
473,245942_595419001,,
474,245946_595698008,,
475,245949_595809002,,
476,245884_,,
477,245887_,,
478,245890_,,
479,245893_,,
480,245898_597463001,,
481,245897_,,
482,245930_,,
483,245731_598143001,,
484,245901_,,
485,245722_598092001,,
486,245867_598785001,,
487,245868_598891003,,
488,245718_,,
489,245737_599922001,,
490,245773_600913006,,
491,245726_599802002,,
492,245757_600241008,,
493,245778_601234001,,
494,245742_600112001,,
495,245777_600957002,,
496,245790_601954009,,
497,245813_603128002,,
498,245811_,,
499,245853_603804007,,
500,245820_603312003,,
501,245847_,,
502,246114_604414001,,
503,246151_,,
504,246180_605374003,,
505,246502_,,
506,246233_605534002,,
507,246216_606194001,,
508,246198_606208001,,
509,246199_606365002,,
510,246208_607838001,,
511,246236_608216002,,
512,246248_,,
513,246251_609386008,,
514,246259_609521002,,
515,246254_,,
516,246271_610147002,,
517,246277_610143001,,
518,246362_613611002,,
519,246374_613784007,,
520,246372_613623002,,
521,246386_614573010,,
522,246384_614444002,,
523,246460_615361001,,
524,246393_,,
525,244468_624112001,,
526,244321_620632001,,
527,244313_620528012,,
528,244336_621351002,,
529,244375_621723008,,
530,244354_621532002,,
531,244441_623287010,,
532,244460_623941014,,
533,244481_624604001,,
534,245226_626860003,,
535,245287_628721002,,
536,244328_630012010,,
537,244339_630112011,,
538,244579_657493002,,
539,244451_659993003,,
540,244464_661415003,,
541,244840_664618001,,
542,244603_663832002,,
543,244931_666055002,,
544,244939_665864003,,
545,245040_666615008,,
546,244337,,
