,train,val,test
71,244325_620612004,,
72,244351_,,
73,244424_622922005,,
74,244429_623111010,,
75,244496_625656006,,
76,245132_626201002,,
77,245273_627374005,,
78,245275_627411012,,
79,245260_627213012,,
80,245247_627345002,,
81,245278_627691002,,
82,244364_631524002,,
83,244394_631718009,,
84,244565_656451009,,
85,245183_655848001,,
86,244507_656262003,,
87,244630_657362007,,
88,244521_656605010,,
89,245082_658290009,,
90,244637_658286001,,
91,244398_659401001,,
92,244359,,
93,244509_662438007,,
94,244522_662475006,,
95,244655_663828007,,
96,244634_663840003,,
97,244670_664015010,,
98,244997_666623002,,
99,245060_668066002,,
100,245063_668272001,,
101,245071_669533001,,
102,244306,,
103,244405,,
104,244362,,
105,244422,,
106,244462,,
107,244486,,
108,245371_683442002,,
109,245377_683801002,,
110,245400_684215001,,
111,245305_685908002,,
112,245304_685907001,,
113,245326_,,
114,245320_687141012,,
115,255358,,
116,255283,,
117,255298,,
118,255296,,
119,255304,,
120,255400,,
121,257029_754767001,,
122,257311_767909001,,
123,257117_758051001,,
124,257110_757591001,,
125,257139_759165001,,
126,257227_761551001,,
127,257296_766686002,,
128,257299_767142001,,
129,257331_768639030,,
130,258184_774707002,,
131,"258160_776839^1A,1B^A18",,
132,258142_778486026,,
133,"258111_781724^1A,1B^A23",,
134,258092,,
135,258073,,
136,245838_603618004,,
137,245902_597605003,,
138,247092,,
139,247604_582391010,,
140,247527,,
141,247624,,
142,247659,,
143,247679,,
144,247643,,
145,247664,,
146,248107,,
147,248171,,
148,248224,,
149,248212,,
150,247544_,,
151,247567_581184003,,
152,247594_582028001,,
153,245733_,,
154,247890_582952012,,
155,247749_,,
156,247896_583052002,,
157,247929_584280008,,
158,247836_585998003,,
159,247678_587935004,,
160,247638_589050003,,
161,247533_589234002,,
162,247870_590541002,,
163,247875_590507004,,
164,247757_592172006,,
165,245910_597777001,,
166,245067_669345006,,
167,248095_593423008,,
168,247899_593940011,,
169,247887_,,
170,248078_593831002,,
171,245759_600249014,,
172,246108_,,
173,247520_594507001,,
174,246534_,,
175,245741_598339001,,
176,245875_599072001,,
177,245766_600563002,,
178,245746_600109001,,
179,245768_600601001,,
180,245826_603325008,,
181,245830_603452002,,
182,245833_603526001,,
183,245835_,,
184,246101_604078002,,
185,246219_605855004,,
186,246207_607225002,,
187,246212_607223001,,
188,246205_606941005,,
189,246245_608572002,,
190,246273_610145002,,
191,246269_610112001,,
192,246305_612679002,,
193,246295_612677009,,
194,246409_614740002,,
195,246415_614730003,,
196,246487_615051001,,
197,244384_621852004,,
198,244341_621331012,,
199,244390_621990013,,
200,244404_622409002,,
201,244418_622759001,,
202,244453_623461003,,
203,245166_626537001,,
204,245291_628725004,,
205,244302_629075002,,
206,244549_656452001,,
207,244660_664242008,,
208,244320,,
209,244454_660524001,,
210,244438_659956008,,
211,244698_664469003,,
212,244755_664460002,,
213,244930_666053001,,
214,245064_668422008,,
215,245047_667676003,,
216,244317,,
217,244348,,
218,244395,,
219,245334_678850005,,
220,245330_,,
221,245342_679861008,,
222,245375_683596011,,
223,245401_684606007,,
224,245404_684803002,,
225,245296_685436002,,
226,245294_685229001,,
227,245407_684812002,,
228,245298_685444002,,
229,245311_686018009,,
230,245310_687426001,,
231,257178_759622003,,
232,255209,,
233,255240,,
234,255230,,
235,255292,,
236,255314,,
237,255330,,
238,255365,,
239,255372,,
240,255396,,
241,255423,,
242,257041_755183017,,
243,257136_758429021,,
244,257216_760469001,,
245,257240_762105016,,
246,257255_762801005,,
247,257307_767762001,,
248,257303_767621001,,
249,257323_768648032,,
250,257330_768882015,,
251,257588_769881030,,
252,257569_769642018,,
253,"258117_781508^BD,1A^A24",,
254,258176_775163002,,
255,"258158_777049^1A,1B^",,
256,258145_778210001,,
257,258065,,
258,258104_,,
259,"258102_782018^1B,1C^A18",,
260,257952,,
261,247616,,
262,247631,,
263,247185,,
264,247390,,
265,248161,,
266,247709_584422001,,
267,247737_584727003,,
268,247762_,,
269,247697_588910002,,
270,247554_589092002,,
271,247743_588896002,,
272,247524_589290007,,
273,247511_589507002,,
274,247828_590980007,,
275,248024_593914006,,
276,245892_,,
277,245916_597895006,,
278,245865_598718001,,
279,245854_598505011,,
280,245872_599034001,,
281,245754_,,
282,246124_604524002,,
283,246264_,,
284,246278_610152008,,
285,244367_621523007,,
286,244485_624612002,,
287,245232_626875001,,
288,245280_628189002,,
289,245086_659227002,,
290,245090_659261007,,
291,245091_659396008,,
292,245088_659285001,,
293,244461_661194001,,
294,244559_662856002,,
295,244534_662676002,,
296,244659_663992006,,
297,244788_664625001,,
298,244841_664802002,,
299,244814_664614009,,
300,245046_667438012,,
301,245043_667239002,,
302,245073_668784001,,
303,245075_669913005,,
304,244301,,
305,244335,,
306,244446,,
307,244371,,
308,244385,,
309,244433,,
310,244410,,
311,244417,,
312,244452,,
313,244495,,
314,244523,,
315,245336_679087002,,
316,245372_683551004,,
317,245398_684212002,,
318,245301_685775012,,
319,245312_686086002,,
320,245328_686401015,,
321,245323_686863004,,
322,245317_687252002,,
323,255253,,
324,257034_754971004,,
325,255197,,
326,255200,,
327,255235,,
328,255213,,
329,255270,,
330,255281,,
331,255275,,
332,255266,,
333,255285,,
334,255289,,
335,255300,,
336,255338,,
337,255302,,
338,255342,,
339,255306,,
340,255318,,
341,255326,,
342,255334,,
343,255376,,
344,255387,,
345,255392,,
346,255379,,
347,255383,,
348,257235_761811003,,
349,255403,,
350,255413,,
351,255415,,
352,255439,,
353,257051_755381002,,
354,257057_755606001,,
355,257078_756939001,,
356,257098_757129002,,
357,257123_758258026,,
358,257071_757000001,,
359,257202_760133001,,
360,257129_758260022,,
361,257183_759621001,,
362,257191_759648005,,
363,257223_760850004,,
364,257243_762103001,,
365,257231_761586001,,
366,257247_762796006,,
367,257268_764947001,,
368,257263_764946001,,
369,257288_766419028,,
370,257292_766617009,,
371,257317_,,
372,257337_768917030,,
373,257339_769244028,,
374,257334_768916037,,
375,257581_769882024,,
376,257601_770784027,,
377,"258124_780788^1A,1B^A24",,
378,257981,,
379,258187_774250001,,
380,258191_774208001,,
381,258180_774757002,,
382,258165_776568002,,
383,"258169_776146^1A,1B^A25",,
384,"258162_776838^1,2A^A18",,
385,258151_777788004,,
386,258155_777745002,,
387,258018,,
388,258139_778922002,,
389,258136_,,
390,257911_,,
391,257937_,,
392,"257964_782473^1A,1B^A24",,
393,257954_782676001,,
394,257945_782721001,,
395,258099,,
396,257930_783706002,,
397,258095,,
398,257921_784002001,,
399,258053,,
400,258085,,
401,258060,,
402,258056,,
403,258024,,
404,258039,,
405,258028,,
406,258036,,
407,257971,,
408,257995,,
409,244377_631846008,,
410,245092_625837004,,
411,246260_,,
412,247570,,
413,245953_595964002,,
414,245879_599365001,,
415,247060,,
416,247534,,
417,247079,,
418,247582,,
419,247572,,
420,247921_583842009,,
421,247605,,
422,247278,,
423,247670,,
424,247302,,
425,247325,,
426,248080,,
427,248105,,
428,248111,,
429,248139,,
430,248126,,
431,248232,,
432,248243,,
433,247557_580749016,,
434,247553_580536001,,
435,247868_586692011,,
436,247517_580858001,,
437,247538_581033009,,
438,247600_,,
439,247586_581653001,,
440,247609_582573002,,
441,247874_582429001,,
442,247885_,,
443,247910_583436008,,
444,247906_583209001,,
445,247909_583371001,,
446,247916_583819010,,
447,247923_583981002,,
448,247628_587329002,,
449,247797_,,
450,247767_585171002,,
451,247532_594821001,,
452,247823_585837001,,
453,247827_585855002,,
454,247617_587008002,,
455,245878_599128009,,
456,247864_586605002,,
457,247642_587400008,,
458,247623_587181003,,
459,247662_587732002,,
460,247707_588309002,,
461,247705_588925005,,
462,247519_589374003,,
463,247486_590251003,,
464,247505_589671001,,
465,247491_590104009,,
466,247863_590674002,,
467,247857_590734012,,
468,247810_591247002,,
469,247779_591715008,,
470,248099_592218001,,
471,245870_598870008,,
472,248079_593590009,,
473,247892_594249012,,
474,248039_593930001,,
475,247525_594527002,,
476,245940_,,
477,245942_595419001,,
478,245946_595698008,,
479,245949_595809002,,
480,245884_,,
481,245815_603147010,,
482,245890_,,
483,245893_,,
484,245898_597463001,,
485,245731_598143001,,
486,245901_,,
487,245722_598092001,,
488,245867_598785001,,
489,245868_598891003,,
490,245718_,,
491,245751_600150003,,
492,245773_600913006,,
493,245726_599802002,,
494,245778_601234001,,
495,245742_600112001,,
496,245775_600932001,,
497,245777_600957002,,
498,245790_601954009,,
499,245796_,,
500,245813_603128002,,
501,245811_,,
502,245853_603804007,,
503,245820_603312003,,
504,245847_,,
505,246176_605205001,,
506,246171_,,
507,246180_605374003,,
508,246502_,,
509,246187_605373002,,
510,246233_605534002,,
511,246216_606194001,,
512,246198_606208001,,
513,246222_605713003,,
514,246199_606365002,,
515,246208_607838001,,
516,246236_608216002,,
517,246248_,,
518,246251_609386008,,
519,246259_609521002,,
520,246254_,,
521,246277_610143001,,
522,246372_613623002,,
523,246386_614573010,,
524,246384_614444002,,
525,246460_615361001,,
526,246393_,,
527,244468_624112001,,
528,244321_620632001,,
529,244313_620528012,,
530,244381_621691016,,
531,244336_621351002,,
532,244375_621723008,,
533,244354_621532002,,
534,244441_623287010,,
535,244460_623941014,,
536,244481_624604001,,
537,245141_626541007,,
538,245226_626860003,,
539,245287_628721002,,
540,244339_630112011,,
541,244358_631336010,,
542,244451_659993003,,
543,244464_661415003,,
544,244840_664618001,,
545,244931_666055002,,
546,245040_666615008,,
