,train,val,test
87,244411_659421011,,
88,244359,,
89,244525_662487008,,
90,244522_662475006,,
91,244345,,
92,244655_663828007,,
93,244634_663840003,,
94,244670_664015010,,
95,244843_665425002,,
96,244997_666623002,,
97,245063_668272001,,
98,245071_669533001,,
99,244405,,
100,244362,,
101,244422,,
102,244462,,
103,244486,,
104,244513,,
105,245371_683442002,,
106,245377_683801002,,
107,245400_684215001,,
108,245305_685908002,,
109,245304_685907001,,
110,245320_687141012,,
111,255358,,
112,255283,,
113,255298,,
114,255296,,
115,255304,,
116,255322,,
117,255407,,
118,257311_767909001,,
119,257117_758051001,,
120,257110_757591001,,
121,257139_759165001,,
122,257227_761551001,,
123,257251_762784004,,
124,257272_765192001,,
125,257296_766686002,,
126,257299_767142001,,
127,257331_768639030,,
128,258184_774707002,,
129,"258160_776839^1A,1B^A18",,
130,258142_778486026,,
131,"258111_781724^1A,1B^A23",,
132,"257982_782254^1A,1B^A18",,
133,258092,,
134,258076,,
135,258073,,
136,245838_603618004,,
137,245902_597605003,,
138,247092,,
139,247604_582391010,,
140,247527,,
141,247624,,
142,247679,,
143,247643,,
144,247688,,
145,248107,,
146,248171,,
147,248224,,
148,247567_581184003,,
149,247594_582028001,,
150,245733_,,
151,247749_,,
152,247896_583052002,,
153,247929_584280008,,
154,247804_585665001,,
155,247836_585998003,,
156,247678_587935004,,
157,247672_587919004,,
158,247638_589050003,,
159,247533_589234002,,
160,247870_590541002,,
161,247875_590507004,,
162,247859_590739001,,
163,247757_592172006,,
164,245910_597777001,,
165,248091_593426003,,
166,245067_669345006,,
167,248095_593423008,,
168,247899_593940011,,
169,247880_594370002,,
170,247887_,,
171,248078_593831002,,
172,245759_600249014,,
173,246108_,,
174,247520_594507001,,
175,245951_595842002,,
176,246534_,,
177,245741_598339001,,
178,245875_599072001,,
179,245766_600563002,,
180,245768_600601001,,
181,245826_603325008,,
182,245807_,,
183,245830_603452002,,
184,245835_,,
185,246101_604078002,,
186,246207_607225002,,
187,246212_607223001,,
188,246205_606941005,,
189,246234_608004002,,
190,246245_608572002,,
191,246269_610112001,,
192,246305_612679002,,
193,246295_612677009,,
194,246326_613425010,,
195,246409_614740002,,
196,246415_614730003,,
197,246487_615051001,,
198,244384_621852004,,
199,244341_621331012,,
200,244390_621990013,,
201,244418_622759001,,
202,244453_623461003,,
203,245166_626537001,,
204,245291_628725004,,
205,244549_656452001,,
206,244660_664242008,,
207,244320,,
208,244454_660524001,,
209,244438_659956008,,
210,244698_664469003,,
211,244930_666053001,,
212,245064_668422008,,
213,245047_667676003,,
214,244317,,
215,244459,,
216,245363_681233001,,
217,245334_678850005,,
218,245330_,,
219,245342_679861008,,
220,245344_681243008,,
221,245375_683596011,,
222,245401_684606007,,
223,245296_685436002,,
224,245298_685444002,,
225,245311_686018009,,
226,245310_687426001,,
227,255209,,
228,255246,,
229,255259,,
230,255230,,
231,255292,,
232,255314,,
233,255347,,
234,255365,,
235,255372,,
236,255396,,
237,255420,,
238,257022_754771004,,
239,257091_757122002,,
240,257136_758429021,,
241,257210_760377016,,
242,257219_760848001,,
243,257216_760469001,,
244,257240_762105016,,
245,257255_762801005,,
246,257284_766219002,,
247,257276_765812004,,
248,257303_767621001,,
249,257330_768882015,,
250,257588_769881030,,
251,257045_772025026,,
252,"258117_781508^BD,1A^A24",,
253,258176_775163002,,
254,258173_775661003,,
255,"258158_777049^1A,1B^",,
256,258145_778210001,,
257,258065,,
258,258104_,,
259,258049,,
260,257952,,
261,247599,,
262,247631,,
263,247185,,
264,247985,,
265,248161,,
266,247578_581473001,,
267,247709_584422001,,
268,247737_584727003,,
269,247697_588910002,,
270,247554_589092002,,
271,247743_588896002,,
272,247524_589290007,,
273,247511_589507002,,
274,247828_590980007,,
275,248024_593914006,,
276,245892_,,
277,245926_597920014,,
278,245916_597895006,,
279,245736_598252002,,
280,245865_598718001,,
281,245854_598505011,,
282,245872_599034001,,
283,245754_,,
284,246262_609646018,,
285,245819_603323001,,
286,246124_604524002,,
287,246264_,,
288,246278_610152008,,
289,246301_612364001,,
290,244367_621523007,,
291,244333_620629008,,
292,244485_624612002,,
293,245100_626023002,,
294,245232_626875001,,
295,245280_628189002,,
296,245283_628534010,,
297,244347_630464002,,
298,245091_659396008,,
299,245088_659285001,,
300,244559_662856002,,
301,244534_662676002,,
302,244659_663992006,,
303,244788_664625001,,
304,244841_664802002,,
305,244814_664614009,,
306,244990_666633009,,
307,245046_667438012,,
308,245043_667239002,,
309,245075_669913005,,
310,244301,,
311,244335,,
312,244371,,
313,244385,,
314,244433,,
315,244410,,
316,244417,,
317,244452,,
318,244499,,
319,244479,,
320,244495,,
321,244523,,
322,245336_679087002,,
323,245372_683551004,,
324,245398_684212002,,
325,245312_686086002,,
326,245328_686401015,,
327,245314_686838002,,
328,245317_687252002,,
329,255253,,
330,257034_754971004,,
331,255197,,
332,255200,,
333,255220,,
334,255235,,
335,255205,,
336,255227,,
337,255270,,
338,255262,,
339,255281,,
340,255266,,
341,255285,,
342,255289,,
343,255300,,
344,255294,,
345,255302,,
346,255342,,
347,255306,,
348,255334,,
349,255392,,
350,255383,,
351,257235_761811003,,
352,255403,,
353,255415,,
354,257051_755381002,,
355,257063_755852001,,
356,257057_755606001,,
357,257078_756939001,,
358,257098_757129002,,
359,257123_758258026,,
360,257162_759402003,,
361,257071_757000001,,
362,257102_757381001,,
363,257202_760133001,,
364,257129_758260022,,
365,257183_759621001,,
366,257191_759648005,,
367,257223_760850004,,
368,257243_762103001,,
369,257231_761586001,,
370,257247_762796006,,
371,257268_764947001,,
372,257263_764946001,,
373,257288_766419028,,
374,257292_766617009,,
375,257317_,,
376,257337_768917030,,
377,257334_768916037,,
378,257601_770784027,,
379,257981,,
380,258187_774250001,,
381,258191_774208001,,
382,258180_774757002,,
383,258165_776568002,,
384,"258169_776146^1A,1B^A25",,
385,"258162_776838^1,2A^A18",,
386,258155_777745002,,
387,258018,,
388,258139_778922002,,
389,258127_780542002,,
390,"258120_781272^1A,1B^A18",,
391,257911_,,
392,257937_,,
393,257954_782676001,,
394,258099,,
395,257930_783706002,,
396,258095,,
397,258088,,
398,257921_784002001,,
399,258053,,
400,258085,,
401,258060,,
402,258056,,
403,258039,,
404,258028,,
405,258032,,
406,258036,,
407,258005,,
408,257995,,
409,244377_631846008,,
410,245092_625837004,,
411,246260_,,
412,247570,,
413,245879_599365001,,
414,247060,,
415,247534,,
416,247079,,
417,247558,,
418,247572,,
419,247589,,
420,247921_583842009,,
421,247605,,
422,247198,,
423,247651,,
424,247278,,
425,247670,,
426,247302,,
427,247325,,
428,248105,,
429,248111,,
430,248139,,
431,248134,,
432,248232,,
433,248243,,
434,247557_580749016,,
435,247553_580536001,,
436,247868_586692011,,
437,247517_580858001,,
438,247600_,,
439,247586_581653001,,
440,247609_582573002,,
441,247881_582580002,,
442,247874_582429001,,
443,247885_,,
444,247914_583656009,,
445,247910_583436008,,
446,247906_583209001,,
447,247909_583371001,,
448,247916_583819010,,
449,247923_583981002,,
450,247628_587329002,,
451,247797_,,
452,247823_585837001,,
453,247827_585855002,,
454,247617_587008002,,
455,247864_586605002,,
456,247613_586733002,,
457,247858_586583010,,
458,247642_587400008,,
459,247623_587181003,,
460,247653_587622001,,
461,247705_588925005,,
462,247519_589374003,,
463,247486_590251003,,
464,247505_589671001,,
465,247501_589801001,,
466,247491_590104009,,
467,247863_590674002,,
468,247857_590734012,,
469,247810_591247002,,
470,247779_591715008,,
471,248099_592218001,,
472,245870_598870008,,
473,248096_592282001,,
474,248057_593814001,,
475,247892_594249012,,
476,248039_593930001,,
477,247525_594527002,,
478,245940_,,
479,245942_595419001,,
480,245946_595698008,,
481,245949_595809002,,
482,245884_,,
483,245887_,,
484,245815_603147010,,
485,245890_,,
486,245893_,,
487,245930_,,
488,245731_598143001,,
489,245901_,,
490,245867_598785001,,
491,245868_598891003,,
492,245718_,,
493,245737_599922001,,
494,245751_600150003,,
495,245749_600148002,,
496,245773_600913006,,
497,245726_599802002,,
498,245775_600932001,,
499,245790_601954009,,
500,245800_602496001,,
501,245813_603128002,,
502,246114_604414001,,
503,246151_,,
504,246176_605205001,,
505,246171_,,
506,246180_605374003,,
507,246502_,,
508,246187_605373002,,
509,246233_605534002,,
510,246216_606194001,,
511,246198_606208001,,
512,246222_605713003,,
513,246208_607838001,,
514,246236_608216002,,
515,246248_,,
516,246251_609386008,,
517,246259_609521002,,
518,246271_610147002,,
519,246277_610143001,,
520,246362_613611002,,
521,246374_613784007,,
522,246372_613623002,,
523,246386_614573010,,
524,246393_,,
525,244468_624112001,,
526,244313_620528012,,
527,244336_621351002,,
528,244375_621723008,,
529,244354_621532002,,
530,244441_623287010,,
531,244460_623941014,,
532,244481_624604001,,
533,245141_626541007,,
534,245287_628721002,,
535,244328_630012010,,
536,244339_630112011,,
537,244358_631336010,,
538,244579_657493002,,
539,244451_659993003,,
540,244464_661415003,,
541,244840_664618001,,
542,244603_663832002,,
543,244931_666055002,,
544,244939_665864003,,
545,245040_666615008,,
546,244337,,
