,train,val,test
405,258036,,
406,258005,,
407,257971,,
408,257995,,
409,244377_631846008,,
410,245092_625837004,,
411,246260_,,
412,247570,,
413,245953_595964002,,
414,247534,,
415,247079,,
416,247558,,
417,247582,,
418,247572,,
419,247921_583842009,,
420,247605,,
421,247198,,
422,247651,,
423,247302,,
424,247325,,
425,248080,,
426,248111,,
427,248139,,
428,248126,,
429,248232,,
430,247557_580749016,,
431,247553_580536001,,
432,247868_586692011,,
433,247517_580858001,,
434,247538_581033009,,
435,247600_,,
436,247586_581653001,,
437,247881_582580002,,
438,247874_582429001,,
439,247885_,,
440,247914_583656009,,
441,247910_583436008,,
442,247906_583209001,,
443,247909_583371001,,
444,247916_583819010,,
445,247923_583981002,,
446,247628_587329002,,
447,247735_584596010,,
448,247797_,,
449,247767_585171002,,
450,247532_594821001,,
451,247827_585855002,,
452,247617_587008002,,
453,245878_599128009,,
454,247864_586605002,,
455,247613_586733002,,
456,247858_586583010,,
457,247642_587400008,,
458,247623_587181003,,
459,247662_587732002,,
460,247653_587622001,,
461,247707_588309002,,
462,247705_588925005,,
463,247519_589374003,,
464,247741_589068011,,
465,247486_590251003,,
466,247505_589671001,,
467,247501_589801001,,
468,247491_590104009,,
469,247863_590674002,,
470,247857_590734012,,
471,247810_591247002,,
472,247779_591715008,,
473,248099_592218001,,
474,248096_592282001,,
475,248057_593814001,,
476,248079_593590009,,
477,247892_594249012,,
478,248039_593930001,,
479,247525_594527002,,
480,245940_,,
481,245942_595419001,,
482,245946_595698008,,
483,245949_595809002,,
484,245884_,,
485,245887_,,
486,245815_603147010,,
487,245890_,,
488,245893_,,
489,245898_597463001,,
490,245897_,,
491,245930_,,
492,245901_,,
493,245722_598092001,,
494,245867_598785001,,
495,245868_598891003,,
496,245737_599922001,,
497,245751_600150003,,
498,245749_600148002,,
499,245773_600913006,,
500,245726_599802002,,
501,245757_600241008,,
502,245778_601234001,,
503,245742_600112001,,
504,245775_600932001,,
505,245777_600957002,,
506,245790_601954009,,
507,245800_602496001,,
508,245796_,,
509,245811_,,
510,245853_603804007,,
511,245847_,,
512,246171_,,
513,246180_605374003,,
514,246502_,,
515,246187_605373002,,
516,246233_605534002,,
517,246216_606194001,,
518,246198_606208001,,
519,246222_605713003,,
520,246236_608216002,,
521,246248_,,
522,246259_609521002,,
523,246254_,,
524,246271_610147002,,
525,246277_610143001,,
526,246372_613623002,,
527,246474_615219002,,
528,246460_615361001,,
529,246393_,,
530,244321_620632001,,
531,244313_620528012,,
532,244375_621723008,,
533,244354_621532002,,
534,244481_624604001,,
535,245141_626541007,,
536,245226_626860003,,
537,244339_630112011,,
538,244358_631336010,,
539,244579_657493002,,
540,244451_659993003,,
541,244840_664618001,,
542,244603_663832002,,
543,244931_666055002,,
544,244939_665864003,,
545,245040_666615008,,
546,244337,,
