,train,val,test
65,246389_614701002,245800_602496001,247858_586583010
66,246444_615719010,245820_603312003,245722_598092001
67,244352_630624006,244336_621351002,246216_606194001
68,246434_618740002,,
69,244325_620612004,,
70,244351_,,
71,244424_622922005,,
72,244429_623111010,,
73,244496_625656006,,
74,245132_626201002,,
75,245273_627374005,,
76,245275_627411012,,
77,245260_627213012,,
78,245284_628547007,,
79,244319_629728012,,
80,244364_631524002,,
81,244565_656451009,,
82,244612_657481010,,
83,245183_655848001,,
84,244514_656244015,,
85,244507_656262003,,
86,244630_657362007,,
87,244521_656605010,,
88,245082_658290009,,
89,244637_658286001,,
90,244398_659401001,,
91,244411_659421011,,
92,244359,,
93,244525_662487008,,
94,244509_662438007,,
95,244345,,
96,244843_665425002,,
97,244997_666623002,,
98,245060_668066002,,
99,245063_668272001,,
100,245071_669533001,,
101,244306,,
102,244405,,
103,244362,,
104,244422,,
105,244462,,
106,244486,,
107,244513,,
108,245371_683442002,,
109,245377_683801002,,
110,245400_684215001,,
111,245305_685908002,,
112,245304_685907001,,
113,245326_,,
114,245320_687141012,,
115,255367,,
116,255222,,
117,255283,,
118,255298,,
119,255296,,
120,255304,,
121,255400,,
122,255407,,
123,257083_756942003,,
124,257110_757591001,,
125,257139_759165001,,
126,257227_761551001,,
127,257251_762784004,,
128,257272_765192001,,
129,257296_766686002,,
130,257331_768639030,,
131,258184_774707002,,
132,"258160_776839^1A,1B^A18",,
133,"257982_782254^1A,1B^A18",,
134,258092,,
135,258076,,
136,245838_603618004,,
137,245902_597605003,,
138,247604_582391010,,
139,247527,,
140,247595,,
141,247659,,
142,247679,,
143,247643,,
144,247688,,
145,248107,,
146,248171,,
147,248224,,
148,248212,,
149,247544_,,
150,247567_581184003,,
151,247594_582028001,,
152,247890_582952012,,
153,247749_,,
154,247929_584280008,,
155,247804_585665001,,
156,247836_585998003,,
157,247678_587935004,,
158,247672_587919004,,
159,247638_589050003,,
160,247870_590541002,,
161,247875_590507004,,
162,247859_590739001,,
163,245910_597777001,,
164,248091_593426003,,
165,245067_669345006,,
166,248095_593423008,,
167,247887_,,
168,248078_593831002,,
169,245759_600249014,,
170,246108_,,
171,247520_594507001,,
172,245951_595842002,,
173,245875_599072001,,
174,245766_600563002,,
175,245746_600109001,,
176,245768_600601001,,
177,245826_603325008,,
178,245807_,,
179,245830_603452002,,
180,245833_603526001,,
181,245835_,,
182,246101_604078002,,
183,246207_607225002,,
184,246212_607223001,,
185,246205_606941005,,
186,246234_608004002,,
187,246273_610145002,,
188,246269_610112001,,
189,246305_612679002,,
190,246295_612677009,,
191,246409_614740002,,
192,246415_614730003,,
193,246487_615051001,,
194,244384_621852004,,
195,244341_621331012,,
196,244404_622409002,,
197,244418_622759001,,
198,244453_623461003,,
199,244471_624333010,,
200,244490_625328009,,
201,245166_626537001,,
202,245291_628725004,,
203,244302_629075002,,
204,244549_656452001,,
205,244660_664242008,,
206,244320,,
207,244698_664469003,,
208,244755_664460002,,
209,244930_666053001,,
210,245064_668422008,,
211,245047_667676003,,
212,244317,,
213,244348,,
214,244395,,
215,245363_681233001,,
216,245330_,,
217,245344_681243008,,
218,245375_683596011,,
219,245401_684606007,,
220,245404_684803002,,
221,245296_685436002,,
222,245294_685229001,,
223,245298_685444002,,
224,245311_686018009,,
225,245310_687426001,,
226,257178_759622003,,
227,255209,,
228,255240,,
229,255259,,
230,255292,,
231,255330,,
232,255347,,
233,255365,,
234,255372,,
235,255396,,
236,255420,,
237,255423,,
238,257091_757122002,,
239,257136_758429021,,
240,257147_759391001,,
241,257210_760377016,,
242,257219_760848001,,
243,257216_760469001,,
244,257255_762801005,,
245,257276_765812004,,
246,257323_768648032,,
247,257330_768882015,,
248,257588_769881030,,
249,257569_769642018,,
250,257045_772025026,,
251,"258117_781508^BD,1A^A24",,
252,258176_775163002,,
253,258173_775661003,,
254,"258158_777049^1A,1B^",,
255,258145_778210001,,
256,258065,,
257,258104_,,
258,"258102_782018^1B,1C^A18",,
259,257956,,
260,257952,,
261,247599,,
262,247631,,
263,247185,,
264,247390,,
265,248161,,
266,247578_581473001,,
267,247737_584727003,,
268,247762_,,
269,247697_588910002,,
270,247554_589092002,,
271,247743_588896002,,
272,247524_589290007,,
273,247828_590980007,,
274,248024_593914006,,
275,245916_597895006,,
276,245736_598252002,,
277,245865_598718001,,
278,245854_598505011,,
279,245872_599034001,,
280,245754_,,
281,245819_603323001,,
282,246124_604524002,,
283,246210_607375001,,
284,246264_,,
285,246301_612364001,,
286,244367_621523007,,
287,244333_620629008,,
288,244485_624612002,,
289,245232_626875001,,
290,245280_628189002,,
291,245086_659227002,,
292,245090_659261007,,
293,245091_659396008,,
294,245088_659285001,,
295,244415_659639007,,
296,244487_661821007,,
297,244559_662856002,,
298,244534_662676002,,
299,244659_663992006,,
300,244788_664625001,,
301,244841_664802002,,
302,244814_664614009,,
303,244990_666633009,,
304,245043_667239002,,
305,245073_668784001,,
306,245075_669913005,,
307,244301,,
308,244446,,
309,244371,,
310,244385,,
311,244433,,
312,244417,,
313,244452,,
314,244499,,
315,244479,,
316,244495,,
317,244523,,
318,245336_679087002,,
319,245372_683551004,,
320,245301_685775012,,
321,245328_686401015,,
322,245314_686838002,,
323,245317_687252002,,
324,255253,,
325,255197,,
326,255200,,
327,255220,,
328,255235,,
329,255205,,
330,255213,,
331,255270,,
332,255262,,
333,255281,,
334,255275,,
335,255285,,
336,255289,,
337,255300,,
338,255294,,
339,255302,,
340,255306,,
341,255318,,
342,255326,,
343,255334,,
344,255387,,
345,255379,,
346,255383,,
347,257235_761811003,,
348,255413,,
349,255415,,
350,255439,,
351,257051_755381002,,
352,257063_755852001,,
353,257057_755606001,,
354,257098_757129002,,
355,257123_758258026,,
356,257162_759402003,,
357,257071_757000001,,
358,257155_759390001,,
359,257102_757381001,,
360,257202_760133001,,
361,257183_759621001,,
362,257191_759648005,,
363,257223_760850004,,
364,257243_762103001,,
365,257247_762796006,,
366,257268_764947001,,
367,257263_764946001,,
368,257292_766617009,,
369,257317_,,
370,257337_768917030,,
371,257334_768916037,,
372,257581_769882024,,
373,257601_770784027,,
374,"258124_780788^1A,1B^A24",,
375,258191_774208001,,
376,258180_774757002,,
377,"258169_776146^1A,1B^A25",,
378,"258162_776838^1,2A^A18",,
379,258151_777788004,,
380,258155_777745002,,
381,258018,,
382,258131_779591003,,
383,258136_,,
384,258127_780542002,,
385,"258120_781272^1A,1B^A18",,
386,257911_,,
387,257937_,,
388,"257964_782473^1A,1B^A24",,
389,257954_782676001,,
390,"257972_782475^1A,1B^A24",,
391,257945_782721001,,
392,258099,,
393,257930_783706002,,
394,258095,,
395,258088,,
396,257921_784002001,,
397,258068,,
398,258053,,
399,258085,,
400,258060,,
401,258056,,
402,258024,,
403,258039,,
404,258028,,
405,258032,,
406,258036,,
407,258005,,
408,257971,,
409,244377_631846008,,
410,245092_625837004,,
411,246260_,,
412,247570,,
413,245953_595964002,,
414,245879_599365001,,
415,247534,,
416,247079,,
417,247558,,
418,247582,,
419,247572,,
420,247589,,
421,247921_583842009,,
422,247605,,
423,247198,,
424,247278,,
425,247670,,
426,247302,,
427,247325,,
428,248080,,
429,248105,,
430,248139,,
431,248126,,
432,248134,,
433,248232,,
434,248243,,
435,247557_580749016,,
436,247553_580536001,,
437,247868_586692011,,
438,247600_,,
439,247586_581653001,,
440,247609_582573002,,
441,247910_583436008,,
442,247906_583209001,,
443,247909_583371001,,
444,247916_583819010,,
445,247923_583981002,,
446,247628_587329002,,
447,247735_584596010,,
448,247767_585171002,,
449,247532_594821001,,
450,247823_585837001,,
451,247815_585691010,,
452,247827_585855002,,
453,247617_587008002,,
454,245878_599128009,,
455,247864_586605002,,
456,247613_586733002,,
457,247642_587400008,,
458,247662_587732002,,
459,247653_587622001,,
460,247707_588309002,,
461,247705_588925005,,
462,247519_589374003,,
463,247741_589068011,,
464,247486_590251003,,
465,247505_589671001,,
466,247501_589801001,,
467,247491_590104009,,
468,247863_590674002,,
469,247857_590734012,,
470,247810_591247002,,
471,247779_591715008,,
472,248099_592218001,,
473,245870_598870008,,
474,248057_593814001,,
475,248079_593590009,,
476,247892_594249012,,
477,248039_593930001,,
478,247525_594527002,,
479,245940_,,
480,245942_595419001,,
481,245946_595698008,,
482,245949_595809002,,
483,245884_,,
484,245887_,,
485,245815_603147010,,
486,245890_,,
487,245893_,,
488,245898_597463001,,
489,245897_,,
490,245731_598143001,,
491,245901_,,
492,245868_598891003,,
493,245718_,,
494,245737_599922001,,
495,245751_600150003,,
496,245749_600148002,,
497,245773_600913006,,
498,245726_599802002,,
499,245757_600241008,,
500,245778_601234001,,
501,245742_600112001,,
502,245775_600932001,,
503,245777_600957002,,
504,245790_601954009,,
505,245796_,,
506,245813_603128002,,
507,245847_,,
508,246151_,,
509,246176_605205001,,
510,246180_605374003,,
511,246502_,,
512,246187_605373002,,
513,246233_605534002,,
514,246199_606365002,,
515,246208_607838001,,
516,246236_608216002,,
517,246251_609386008,,
518,246259_609521002,,
519,246254_,,
520,246271_610147002,,
521,246277_610143001,,
522,246362_613611002,,
523,246374_613784007,,
524,246372_613623002,,
525,246386_614573010,,
526,246384_614444002,,
527,246474_615219002,,
528,246460_615361001,,
529,246393_,,
530,244321_620632001,,
531,244313_620528012,,
532,244381_621691016,,
533,244354_621532002,,
534,244441_623287010,,
535,244460_623941014,,
536,245141_626541007,,
537,245226_626860003,,
538,244328_630012010,,
539,244339_630112011,,
540,244358_631336010,,
541,244464_661415003,,
542,244840_664618001,,
543,244603_663832002,,
544,244931_666055002,,
545,244939_665864003,,
546,244337,,
