,train,val,test
192,244418_622759001,,
193,244453_623461003,,
194,244471_624333010,,
195,244490_625328009,,
196,245166_626537001,,
197,245291_628725004,,
198,244302_629075002,,
199,244549_656452001,,
200,244660_664242008,,
201,244320,,
202,244454_660524001,,
203,244438_659956008,,
204,244755_664460002,,
205,244857_665672003,,
206,244930_666053001,,
207,245064_668422008,,
208,245047_667676003,,
209,244317,,
210,244348,,
211,244395,,
212,244459,,
213,245334_678850005,,
214,245330_,,
215,245342_679861008,,
216,245344_681243008,,
217,245375_683596011,,
218,245401_684606007,,
219,245404_684803002,,
220,245296_685436002,,
221,245294_685229001,,
222,245298_685444002,,
223,245311_686018009,,
224,245310_687426001,,
225,257178_759622003,,
226,255209,,
227,255246,,
228,255240,,
229,255259,,
230,255230,,
231,255292,,
232,255314,,
233,255330,,
234,255347,,
235,255365,,
236,255372,,
237,255396,,
238,255420,,
239,257041_755183017,,
240,257022_754771004,,
241,257091_757122002,,
242,257136_758429021,,
243,257147_759391001,,
244,257210_760377016,,
245,257240_762105016,,
246,257255_762801005,,
247,257284_766219002,,
248,257303_767621001,,
249,257323_768648032,,
250,257330_768882015,,
251,257588_769881030,,
252,257569_769642018,,
253,257045_772025026,,
254,258176_775163002,,
255,258173_775661003,,
256,258145_778210001,,
257,258065,,
258,"258102_782018^1B,1C^A18",,
259,258049,,
260,257956,,
261,247599,,
262,247616,,
263,247631,,
264,247185,,
265,247390,,
266,248161,,
267,247578_581473001,,
268,247709_584422001,,
269,247762_,,
270,247697_588910002,,
271,247554_589092002,,
272,247743_588896002,,
273,247524_589290007,,
274,247511_589507002,,
275,245892_,,
276,245926_597920014,,
277,245916_597895006,,
278,245865_598718001,,
279,245754_,,
280,246262_609646018,,
281,245819_603323001,,
282,246210_607375001,,
283,246264_,,
284,246301_612364001,,
285,244333_620629008,,
286,244485_624612002,,
287,245100_626023002,,
288,245232_626875001,,
289,245280_628189002,,
290,245283_628534010,,
291,244347_630464002,,
292,245086_659227002,,
293,245090_659261007,,
294,245091_659396008,,
295,245088_659285001,,
296,244415_659639007,,
297,244461_661194001,,
298,244487_661821007,,
299,244559_662856002,,
300,244534_662676002,,
301,244659_663992006,,
302,244841_664802002,,
303,244990_666633009,,
304,245046_667438012,,
305,245043_667239002,,
306,245073_668784001,,
307,245075_669913005,,
308,244335,,
309,244371,,
310,244385,,
311,244410,,
312,244417,,
313,244452,,
314,244495,,
315,244523,,
316,245336_679087002,,
317,245372_683551004,,
318,245398_684212002,,
319,245301_685775012,,
320,245312_686086002,,
321,245328_686401015,,
322,245314_686838002,,
323,245323_686863004,,
324,245317_687252002,,
325,255253,,
326,255197,,
327,255200,,
328,255235,,
329,255205,,
330,255213,,
331,255270,,
332,255262,,
333,255281,,
334,255275,,
335,255266,,
336,255300,,
337,255294,,
338,255338,,
339,255302,,
340,255306,,
341,255326,,
342,255334,,
343,255376,,
344,255387,,
345,255392,,
346,255379,,
347,257235_761811003,,
348,255413,,
349,255415,,
350,255439,,
351,257051_755381002,,
352,257063_755852001,,
353,257057_755606001,,
354,257078_756939001,,
355,257098_757129002,,
356,257123_758258026,,
357,257162_759402003,,
358,257071_757000001,,
359,257155_759390001,,
360,257102_757381001,,
361,257202_760133001,,
362,257129_758260022,,
363,257183_759621001,,
364,257191_759648005,,
365,257223_760850004,,
366,257243_762103001,,
367,257231_761586001,,
368,257247_762796006,,
369,257288_766419028,,
370,257292_766617009,,
371,257317_,,
372,257334_768916037,,
373,257581_769882024,,
374,257981,,
375,258187_774250001,,
376,258191_774208001,,
377,258180_774757002,,
378,258165_776568002,,
379,"258169_776146^1A,1B^A25",,
380,"258162_776838^1,2A^A18",,
381,258151_777788004,,
382,258155_777745002,,
383,258018,,
384,258139_778922002,,
385,258131_779591003,,
386,258136_,,
387,258127_780542002,,
388,"258120_781272^1A,1B^A18",,
389,257911_,,
390,"257964_782473^1A,1B^A24",,
391,257954_782676001,,
392,"257972_782475^1A,1B^A24",,
393,257945_782721001,,
394,258099,,
395,257930_783706002,,
396,258095,,
397,258088,,
398,257921_784002001,,
399,258068,,
400,258053,,
401,258060,,
402,258056,,
403,258024,,
404,258039,,
405,258028,,
406,258032,,
407,258036,,
408,258005,,
409,244377_631846008,,
410,245092_625837004,,
411,246260_,,
412,245953_595964002,,
413,245879_599365001,,
414,247060,,
415,247534,,
416,247558,,
417,247582,,
418,247572,,
419,247589,,
420,247921_583842009,,
421,247605,,
422,247198,,
423,247651,,
424,247278,,
425,247670,,
426,247302,,
427,247325,,
428,248080,,
429,248111,,
430,248126,,
431,248134,,
432,248232,,
433,248243,,
434,247557_580749016,,
435,247553_580536001,,
436,247868_586692011,,
437,247517_580858001,,
438,247538_581033009,,
439,247586_581653001,,
440,247609_582573002,,
441,247885_,,
442,247910_583436008,,
443,247906_583209001,,
444,247909_583371001,,
445,247916_583819010,,
446,247628_587329002,,
447,247735_584596010,,
448,247532_594821001,,
449,247823_585837001,,
450,245878_599128009,,
451,247864_586605002,,
452,247858_586583010,,
453,247642_587400008,,
454,247623_587181003,,
455,247653_587622001,,
456,247707_588309002,,
457,247705_588925005,,
458,247519_589374003,,
459,247741_589068011,,
460,247486_590251003,,
461,247505_589671001,,
462,247501_589801001,,
463,247491_590104009,,
464,247857_590734012,,
465,247810_591247002,,
466,247779_591715008,,
467,248099_592218001,,
468,245870_598870008,,
469,248096_592282001,,
470,248079_593590009,,
471,247892_594249012,,
472,248039_593930001,,
473,247525_594527002,,
474,245940_,,
475,245942_595419001,,
476,245946_595698008,,
477,245949_595809002,,
478,245887_,,
479,245815_603147010,,
480,245893_,,
481,245898_597463001,,
482,245897_,,
483,245930_,,
484,245731_598143001,,
485,245901_,,
486,245722_598092001,,
487,245868_598891003,,
488,245718_,,
489,245751_600150003,,
490,245749_600148002,,
491,245773_600913006,,
492,245726_599802002,,
493,245757_600241008,,
494,245778_601234001,,
495,245775_600932001,,
496,245777_600957002,,
497,245790_601954009,,
498,245800_602496001,,
499,245796_,,
500,245813_603128002,,
501,245811_,,
502,245853_603804007,,
503,245847_,,
504,246114_604414001,,
505,246151_,,
506,246176_605205001,,
507,246171_,,
508,246180_605374003,,
509,246502_,,
510,246187_605373002,,
511,246233_605534002,,
512,246216_606194001,,
513,246198_606208001,,
514,246222_605713003,,
515,246199_606365002,,
516,246208_607838001,,
517,246251_609386008,,
518,246254_,,
519,246271_610147002,,
520,246362_613611002,,
521,246374_613784007,,
522,246386_614573010,,
523,246384_614444002,,
524,246474_615219002,,
525,246393_,,
526,244468_624112001,,
527,244321_620632001,,
528,244381_621691016,,
529,244375_621723008,,
530,244354_621532002,,
531,244441_623287010,,
532,244460_623941014,,
533,244481_624604001,,
534,245141_626541007,,
535,245226_626860003,,
536,244328_630012010,,
537,244339_630112011,,
538,244358_631336010,,
539,244579_657493002,,
540,244451_659993003,,
541,244464_661415003,,
542,244840_664618001,,
543,244603_663832002,,
544,244931_666055002,,
545,244939_665864003,,
546,244337,,
