,train,val,test
214,244395,,
215,244459,,
216,245363_681233001,,
217,245334_678850005,,
218,245330_,,
219,245342_679861008,,
220,245344_681243008,,
221,245401_684606007,,
222,245404_684803002,,
223,245296_685436002,,
224,245294_685229001,,
225,245407_684812002,,
226,245298_685444002,,
227,257178_759622003,,
228,255246,,
229,255240,,
230,255259,,
231,255230,,
232,255292,,
233,255314,,
234,255330,,
235,255365,,
236,255372,,
237,255396,,
238,255420,,
239,257041_755183017,,
240,257022_754771004,,
241,257091_757122002,,
242,257147_759391001,,
243,257210_760377016,,
244,257219_760848001,,
245,257240_762105016,,
246,257284_766219002,,
247,257276_765812004,,
248,257307_767762001,,
249,257303_767621001,,
250,257330_768882015,,
251,257588_769881030,,
252,257045_772025026,,
253,"258117_781508^BD,1A^A24",,
254,258176_775163002,,
255,258173_775661003,,
256,"258158_777049^1A,1B^",,
257,258145_778210001,,
258,258104_,,
259,258049,,
260,257952,,
261,247599,,
262,247616,,
263,247631,,
264,247185,,
265,247985,,
266,247390,,
267,248161,,
268,247578_581473001,,
269,247709_584422001,,
270,247737_584727003,,
271,247762_,,
272,247697_588910002,,
273,247554_589092002,,
274,247743_588896002,,
275,247524_589290007,,
276,247511_589507002,,
277,245892_,,
278,245916_597895006,,
279,245736_598252002,,
280,245865_598718001,,
281,245854_598505011,,
282,245872_599034001,,
283,245754_,,
284,245819_603323001,,
285,246124_604524002,,
286,246210_607375001,,
287,246264_,,
288,246301_612364001,,
289,244367_621523007,,
290,244333_620629008,,
291,244485_624612002,,
292,245100_626023002,,
293,245283_628534010,,
294,244347_630464002,,
295,245086_659227002,,
296,245090_659261007,,
297,245088_659285001,,
298,244415_659639007,,
299,244461_661194001,,
300,244559_662856002,,
301,244534_662676002,,
302,244659_663992006,,
303,244788_664625001,,
304,244841_664802002,,
305,244814_664614009,,
306,244990_666633009,,
307,245043_667239002,,
308,245073_668784001,,
309,245075_669913005,,
310,244446,,
311,244371,,
312,244385,,
313,244410,,
314,244417,,
315,244499,,
316,244479,,
317,244495,,
318,244523,,
319,245336_679087002,,
320,245301_685775012,,
321,245312_686086002,,
322,245328_686401015,,
323,245314_686838002,,
324,245323_686863004,,
325,245317_687252002,,
326,257034_754971004,,
327,255197,,
328,255200,,
329,255220,,
330,255235,,
331,255227,,
332,255262,,
333,255281,,
334,255275,,
335,255266,,
336,255289,,
337,255300,,
338,255294,,
339,255338,,
340,255302,,
341,255342,,
342,255306,,
343,255318,,
344,255376,,
345,255387,,
346,255392,,
347,255383,,
348,255403,,
349,255415,,
350,255439,,
351,257051_755381002,,
352,257063_755852001,,
353,257057_755606001,,
354,257098_757129002,,
355,257123_758258026,,
356,257162_759402003,,
357,257071_757000001,,
358,257102_757381001,,
359,257202_760133001,,
360,257129_758260022,,
361,257183_759621001,,
362,257191_759648005,,
363,257223_760850004,,
364,257243_762103001,,
365,257231_761586001,,
366,257247_762796006,,
367,257263_764946001,,
368,257317_,,
369,257337_768917030,,
370,257339_769244028,,
371,257334_768916037,,
372,257581_769882024,,
373,257601_770784027,,
374,257981,,
375,258187_774250001,,
376,258165_776568002,,
377,"258169_776146^1A,1B^A25",,
378,"258162_776838^1,2A^A18",,
379,258151_777788004,,
380,258155_777745002,,
381,258018,,
382,258139_778922002,,
383,258131_779591003,,
384,258136_,,
385,258127_780542002,,
386,"258120_781272^1A,1B^A18",,
387,257911_,,
388,"257964_782473^1A,1B^A24",,
389,257954_782676001,,
390,"257972_782475^1A,1B^A24",,
391,257945_782721001,,
392,258099,,
393,257930_783706002,,
394,258095,,
395,258088,,
396,257921_784002001,,
397,258068,,
398,258053,,
399,258085,,
400,258060,,
401,258056,,
402,258024,,
403,258039,,
404,258028,,
405,258032,,
406,258036,,
407,258005,,
408,257995,,
409,244377_631846008,,
410,246260_,,
411,245953_595964002,,
412,245879_599365001,,
413,247060,,
414,247079,,
415,247558,,
416,247582,,
417,247572,,
418,247921_583842009,,
419,247605,,
420,247651,,
421,247278,,
422,247670,,
423,247302,,
424,247325,,
425,248080,,
426,248105,,
427,248111,,
428,248139,,
429,248126,,
430,248134,,
431,248232,,
432,248243,,
433,247557_580749016,,
434,247553_580536001,,
435,247868_586692011,,
436,247517_580858001,,
437,247538_581033009,,
438,247600_,,
439,247586_581653001,,
440,247874_582429001,,
441,247914_583656009,,
442,247910_583436008,,
443,247906_583209001,,
444,247916_583819010,,
445,247923_583981002,,
446,247735_584596010,,
447,247767_585171002,,
448,247532_594821001,,
449,247823_585837001,,
450,247827_585855002,,
451,247617_587008002,,
452,245878_599128009,,
453,247864_586605002,,
454,247613_586733002,,
455,247858_586583010,,
456,247642_587400008,,
457,247623_587181003,,
458,247662_587732002,,
459,247653_587622001,,
460,247707_588309002,,
461,247705_588925005,,
462,247741_589068011,,
463,247486_590251003,,
464,247505_589671001,,
465,247501_589801001,,
466,247491_590104009,,
467,247863_590674002,,
468,247857_590734012,,
469,247810_591247002,,
470,247779_591715008,,
471,245870_598870008,,
472,248096_592282001,,
473,248079_593590009,,
474,247892_594249012,,
475,248039_593930001,,
476,247525_594527002,,
477,245940_,,
478,245946_595698008,,
479,245949_595809002,,
480,245884_,,
481,245887_,,
482,245815_603147010,,
483,245890_,,
484,245898_597463001,,
485,245731_598143001,,
486,245901_,,
487,245722_598092001,,
488,245868_598891003,,
489,245718_,,
490,245751_600150003,,
491,245773_600913006,,
492,245726_599802002,,
493,245757_600241008,,
494,245778_601234001,,
495,245790_601954009,,
496,245796_,,
497,245813_603128002,,
498,245811_,,
499,245853_603804007,,
500,245820_603312003,,
501,245847_,,
502,246151_,,
503,246176_605205001,,
504,246180_605374003,,
505,246502_,,
506,246187_605373002,,
507,246233_605534002,,
508,246216_606194001,,
509,246199_606365002,,
510,246208_607838001,,
511,246236_608216002,,
512,246248_,,
513,246251_609386008,,
514,246259_609521002,,
515,246254_,,
516,246271_610147002,,
517,246277_610143001,,
518,246362_613611002,,
519,246374_613784007,,
520,246372_613623002,,
521,246386_614573010,,
522,246384_614444002,,
523,246474_615219002,,
524,246460_615361001,,
525,246393_,,
526,244468_624112001,,
527,244313_620528012,,
528,244381_621691016,,
529,244336_621351002,,
530,244354_621532002,,
531,244441_623287010,,
532,244460_623941014,,
533,244481_624604001,,
534,245141_626541007,,
535,245226_626860003,,
536,245287_628721002,,
537,244339_630112011,,
538,244579_657493002,,
539,244451_659993003,,
540,244464_661415003,,
541,244840_664618001,,
542,244603_663832002,,
543,244931_666055002,,
544,244939_665864003,,
545,245040_666615008,,
546,244337,,
