,train,val,test
71,244496_625656006,,
72,245273_627374005,,
73,245275_627411012,,
74,245260_627213012,,
75,245247_627345002,,
76,245278_627691002,,
77,245284_628547007,,
78,244319_629728012,,
79,244364_631524002,,
80,244394_631718009,,
81,244565_656451009,,
82,244612_657481010,,
83,245183_655848001,,
84,244521_656605010,,
85,244637_658286001,,
86,244411_659421011,,
87,244359,,
88,244525_662487008,,
89,244509_662438007,,
90,244522_662475006,,
91,244345,,
92,244655_663828007,,
93,244634_663840003,,
94,244670_664015010,,
95,244843_665425002,,
96,244997_666623002,,
97,245060_668066002,,
98,245071_669533001,,
99,244306,,
100,244405,,
101,244362,,
102,244422,,
103,244486,,
104,244513,,
105,245400_684215001,,
106,245305_685908002,,
107,245304_685907001,,
108,245326_,,
109,245320_687141012,,
110,255358,,
111,255367,,
112,255290,,
113,255222,,
114,255283,,
115,255296,,
116,255304,,
117,255322,,
118,255400,,
119,255407,,
120,257311_767909001,,
121,257083_756942003,,
122,257110_757591001,,
123,257139_759165001,,
124,257227_761551001,,
125,257272_765192001,,
126,257296_766686002,,
127,257299_767142001,,
128,257331_768639030,,
129,258184_774707002,,
130,"258160_776839^1A,1B^A18",,
131,258142_778486026,,
132,"258111_781724^1A,1B^A23",,
133,"257982_782254^1A,1B^A18",,
134,258076,,
135,258073,,
136,245838_603618004,,
137,245902_597605003,,
138,247604_582391010,,
139,247527,,
140,247595,,
141,247624,,
142,247659,,
143,247679,,
144,247643,,
145,247664,,
146,248107,,
147,248224,,
148,248212,,
149,247544_,,
150,247594_582028001,,
151,245733_,,
152,247749_,,
153,247896_583052002,,
154,247804_585665001,,
155,247678_587935004,,
156,247672_587919004,,
157,247533_589234002,,
158,247870_590541002,,
159,247875_590507004,,
160,247859_590739001,,
161,245910_597777001,,
162,248091_593426003,,
163,245067_669345006,,
164,247899_593940011,,
165,247880_594370002,,
166,247887_,,
167,248078_593831002,,
168,245759_600249014,,
169,246108_,,
170,247520_594507001,,
171,245951_595842002,,
172,246534_,,
173,245741_598339001,,
174,245875_599072001,,
175,245766_600563002,,
176,245746_600109001,,
177,245768_600601001,,
178,245826_603325008,,
179,245807_,,
180,245830_603452002,,
181,245833_603526001,,
182,245835_,,
183,246101_604078002,,
184,246219_605855004,,
185,246207_607225002,,
186,246212_607223001,,
187,246245_608572002,,
188,246273_610145002,,
189,246269_610112001,,
190,246305_612679002,,
191,246295_612677009,,
192,246326_613425010,,
193,246409_614740002,,
194,246415_614730003,,
195,246487_615051001,,
196,244384_621852004,,
197,244341_621331012,,
198,244418_622759001,,
199,244453_623461003,,
200,244471_624333010,,
201,244490_625328009,,
202,245291_628725004,,
203,244302_629075002,,
204,244549_656452001,,
205,244660_664242008,,
206,244320,,
207,244438_659956008,,
208,244698_664469003,,
209,244857_665672003,,
210,244930_666053001,,
211,245064_668422008,,
212,245047_667676003,,
213,244317,,
214,244395,,
215,245363_681233001,,
216,245330_,,
217,245342_679861008,,
218,245344_681243008,,
219,245375_683596011,,
220,245401_684606007,,
221,245404_684803002,,
222,245407_684812002,,
223,245298_685444002,,
224,245311_686018009,,
225,245310_687426001,,
226,257178_759622003,,
227,255240,,
228,255259,,
229,255230,,
230,255292,,
231,255330,,
232,255347,,
233,255365,,
234,255423,,
235,257041_755183017,,
236,257022_754771004,,
237,257091_757122002,,
238,257136_758429021,,
239,257147_759391001,,
240,257210_760377016,,
241,257219_760848001,,
242,257216_760469001,,
243,257240_762105016,,
244,257255_762801005,,
245,257284_766219002,,
246,257276_765812004,,
247,257307_767762001,,
248,257303_767621001,,
249,257323_768648032,,
250,257330_768882015,,
251,257588_769881030,,
252,257045_772025026,,
253,"258117_781508^BD,1A^A24",,
254,"258158_777049^1A,1B^",,
255,258145_778210001,,
256,258065,,
257,258104_,,
258,258049,,
259,257956,,
260,257952,,
261,247599,,
262,247616,,
263,247631,,
264,247185,,
265,247985,,
266,247390,,
267,248161,,
268,247578_581473001,,
269,247709_584422001,,
270,247762_,,
271,247697_588910002,,
272,247554_589092002,,
273,247743_588896002,,
274,247524_589290007,,
275,247511_589507002,,
276,247828_590980007,,
277,248024_593914006,,
278,245892_,,
279,245926_597920014,,
280,245916_597895006,,
281,245736_598252002,,
282,245872_599034001,,
283,245754_,,
284,245819_603323001,,
285,246124_604524002,,
286,246210_607375001,,
287,246264_,,
288,246278_610152008,,
289,246301_612364001,,
290,244367_621523007,,
291,244333_620629008,,
292,244485_624612002,,
293,245100_626023002,,
294,245232_626875001,,
295,245283_628534010,,
296,244347_630464002,,
297,245086_659227002,,
298,245090_659261007,,
299,245091_659396008,,
300,245088_659285001,,
301,244415_659639007,,
302,244461_661194001,,
303,244559_662856002,,
304,244788_664625001,,
305,244814_664614009,,
306,244990_666633009,,
307,245046_667438012,,
308,245043_667239002,,
309,245073_668784001,,
310,245075_669913005,,
311,244301,,
312,244335,,
313,244446,,
314,244371,,
315,244433,,
316,244410,,
317,244417,,
318,244452,,
319,244499,,
320,244479,,
321,244523,,
322,245336_679087002,,
323,245398_684212002,,
324,245301_685775012,,
325,245312_686086002,,
326,245328_686401015,,
327,245314_686838002,,
328,245323_686863004,,
329,245317_687252002,,
330,255253,,
331,257034_754971004,,
332,255197,,
333,255205,,
334,255213,,
335,255227,,
336,255270,,
337,255281,,
338,255275,,
339,255266,,
340,255285,,
341,255289,,
342,255300,,
343,255294,,
344,255338,,
345,255302,,
346,255342,,
347,255306,,
348,255318,,
349,255326,,
350,255334,,
351,255376,,
352,255379,,
353,255383,,
354,255403,,
355,255413,,
356,255415,,
357,255439,,
358,257051_755381002,,
359,257057_755606001,,
360,257078_756939001,,
361,257098_757129002,,
362,257123_758258026,,
363,257071_757000001,,
364,257202_760133001,,
365,257129_758260022,,
366,257183_759621001,,
367,257191_759648005,,
368,257223_760850004,,
369,257243_762103001,,
370,257247_762796006,,
371,257268_764947001,,
372,257263_764946001,,
373,257288_766419028,,
374,257292_766617009,,
375,257317_,,
376,257337_768917030,,
377,257339_769244028,,
378,257334_768916037,,
379,257581_769882024,,
380,257981,,
381,258187_774250001,,
382,258191_774208001,,
383,258165_776568002,,
384,"258169_776146^1A,1B^A25",,
385,"258162_776838^1,2A^A18",,
386,258131_779591003,,
387,258136_,,
388,258127_780542002,,
389,"258120_781272^1A,1B^A18",,
390,257937_,,
391,"257964_782473^1A,1B^A24",,
392,257954_782676001,,
393,257945_782721001,,
394,258099,,
395,257930_783706002,,
396,258095,,
397,257921_784002001,,
398,258068,,
399,258053,,
400,258085,,
401,258060,,
402,258056,,
403,258024,,
404,258032,,
405,258036,,
406,258005,,
407,257971,,
408,257995,,
409,244377_631846008,,
410,245092_625837004,,
411,246260_,,
412,247570,,
413,245953_595964002,,
414,245879_599365001,,
415,247060,,
416,247534,,
417,247558,,
418,247582,,
419,247572,,
420,247921_583842009,,
421,247605,,
422,247198,,
423,247651,,
424,247278,,
425,247302,,
426,247325,,
427,248080,,
428,248105,,
429,248111,,
430,248139,,
431,248134,,
432,248232,,
433,248243,,
434,247557_580749016,,
435,247517_580858001,,
436,247538_581033009,,
437,247600_,,
438,247586_581653001,,
439,247881_582580002,,
440,247885_,,
441,247909_583371001,,
442,247916_583819010,,
443,247923_583981002,,
444,247628_587329002,,
445,247735_584596010,,
446,247797_,,
447,247767_585171002,,
448,247532_594821001,,
449,247823_585837001,,
450,247815_585691010,,
451,247827_585855002,,
452,247617_587008002,,
453,245878_599128009,,
454,247864_586605002,,
455,247858_586583010,,
456,247642_587400008,,
457,247623_587181003,,
458,247662_587732002,,
459,247705_588925005,,
460,247519_589374003,,
461,247741_589068011,,
462,247486_590251003,,
463,247505_589671001,,
464,247501_589801001,,
465,247491_590104009,,
466,247863_590674002,,
467,247857_590734012,,
468,247810_591247002,,
469,247779_591715008,,
470,248099_592218001,,
471,248096_592282001,,
472,247892_594249012,,
473,248039_593930001,,
474,247525_594527002,,
475,245940_,,
476,245942_595419001,,
477,245946_595698008,,
478,245949_595809002,,
479,245884_,,
480,245815_603147010,,
481,245890_,,
482,245893_,,
483,245898_597463001,,
484,245897_,,
485,245930_,,
486,245731_598143001,,
487,245901_,,
488,245722_598092001,,
489,245867_598785001,,
490,245868_598891003,,
491,245718_,,
492,245737_599922001,,
493,245751_600150003,,
494,245726_599802002,,
495,245757_600241008,,
496,245775_600932001,,
497,245777_600957002,,
498,245800_602496001,,
499,245796_,,
500,245813_603128002,,
501,245811_,,
502,245853_603804007,,
503,245820_603312003,,
504,245847_,,
505,246114_604414001,,
506,246151_,,
507,246176_605205001,,
508,246171_,,
509,246180_605374003,,
510,246502_,,
511,246216_606194001,,
512,246198_606208001,,
513,246222_605713003,,
514,246199_606365002,,
515,246208_607838001,,
516,246236_608216002,,
517,246248_,,
518,246251_609386008,,
519,246259_609521002,,
520,246254_,,
521,246271_610147002,,
522,246277_610143001,,
523,246362_613611002,,
524,246374_613784007,,
525,246372_613623002,,
526,246386_614573010,,
527,246384_614444002,,
528,246460_615361001,,
529,246393_,,
530,244468_624112001,,
531,244313_620528012,,
532,244381_621691016,,
533,244336_621351002,,
534,244375_621723008,,
535,244460_623941014,,
536,245287_628721002,,
537,244328_630012010,,
538,244339_630112011,,
539,244358_631336010,,
540,244579_657493002,,
541,244451_659993003,,
542,244464_661415003,,
543,244931_666055002,,
544,244939_665864003,,
545,245040_666615008,,
546,244337,,
